Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
Ardent Academy - Northwood Campus,education,"We provide year-round programs for students in grades K-12 for Science, English, Technology, Engineering and Math. Our Math Olympiad programs are designed to challenge gifted students. Students are taught at least one grade level above school curriculum. In addition to the educational programs, we offer college counseling for students from 6th-12th in order to help students achieve their academic and career goals.",ardentacademy.com,(949) 861-2211,"820 Roosevelt Irvine, CA 92620 ","https://s3-media3.fl.yelpcdn.com/bphoto/820I9i-SDb7D_fXRrXKMEA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/SYr2xE82hHS1gIlNM5mhPA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/5jPuYw3NsU8_YSY5-omBsA/o.jpg,","Educational Services,Tutoring Centers,College Counseling,",Irvine,92620
iDucation Center After School and Enrichment Classes,education,"iDucation Center is an after school and a tutoring/enrichment learning center. Our after school programs open until 7 PM, it includes homework assistance, math, reading, trilingual and a lot of fun educational activities. iDucation Center with 7000 Sq Ft. and 15 classrooms, we also offer a wide variety of enrichment classes like Mandarin, Art, Violin, Math, STEM, Coding, Spanish, Yoga, Gymnastics and we are still adding more. We are a one-stop academic educational facility.",iducationcenter.org,(909) 580-8883,"14611 Ramona Ave Chino, CA 91710 ","https://s3-media2.fl.yelpcdn.com/bphoto/H3fmdjsOAPeKzeY_ZExvOQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/iOhQLGzYgTjBSqTD2dOABA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/w0ZWyPyIjPbE6sX1e2fl3g/o.jpg,","Tutoring Centers,Summer Camps,Language Schools,",Chino,91710
Eye Level Learning Center,education,Established in 2011.,eyelevelirvine.com,(949) 287-3667,"14795 Jeffrey Rd Ste 100 Irvine, CA 92618 ","https://s3-media1.fl.yelpcdn.com/bphoto/jdpadl_tPDPXD7AAnzhOUQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/EGuHEr7wHbud3wf_sw4hkw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/-zLoDXQK3Y17VFScFd6W7g/o.jpg,","Tutoring Centers,",Irvine,92618
Light Shining Academy,education,We offer test prep for high schoolers as well as tutoring sessions for grade school students ,lightshiningacademy.com,(714) 335-3171,"4790 Irvine Blvd Ste 203 Irvine, CA 92620 ","https://s3-media4.fl.yelpcdn.com/bphoto/ioa11_Nsduf9WLdITJrJHg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/yDpMc1agyaw__EDjnFS5wg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/b3GjhOJGHd4DJ0r2kVlSpw/o.jpg,","Tutoring Centers,Test Preparation,Educational Services,",Irvine,92620
Foreign Languages for Everyone,education,"Foreign Language Instruction - French, Spanish, Italian, German, English as a Second Language.",jacquelinehahn.com,(949) 500-2290,"5 Westridge Newport Beach, CA 92660 ","https://s3-media4.fl.yelpcdn.com/bphoto/AGW4e2eM3kab1z43hFjUEg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/lA_tyViq_KoZnwLz008zhQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/gVv1LzsIeVWj_piX62FnuA/o.jpg,","Language Schools,",Newport Beach,92660
Aspire Art Studios,education,Fall Art Classes are Now Open for Enrollment at aspireartstudios.com 🌈 ,aspireartstudios.com,(949) 857-1688,"6829 Quail Hill Pkwy Irvine, CA 92603 ","https://s3-media2.fl.yelpcdn.com/bphoto/tw_ClkWUcfyCiZZ9eJVnsQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/C0KG-NPoSd9oGIQywsPgNg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/c9j5GgCpfucn7zKNhOxzQA/o.jpg,","Art Classes,Summer Camps,",Irvine,92603
International Montessori Academy of Newport,education,Montessori School in Costa Mesa for preschool and elementary aged children,intmontessori.com/newport-beac…,(949) 631-9749,"2591 Irvine Ave Costa Mesa, CA 92627 ","https://s3-media2.fl.yelpcdn.com/bphoto/R52L7qTlUi56lRbNAcINNA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1MuJ6NB-EwpoVECwjZviOA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/JNGgr0fdNJFJ9Py20SMuzQ/o.jpg,","Preschools,Montessori Schools,",Costa Mesa,92627
iLearn Education,education,"We offer K-8th Botball Robotics Programming, K-6th Science, Literacy Experts, and Creative Writing classes.",ilearneducation.com,(949) 988-7918,"5420 Trabuco Rd Irvine, CA 92620 ","https://s3-media3.fl.yelpcdn.com/bphoto/1f0BnzPApLdSKErqZDmgAw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/5fvMdZXiioO23X6QxAg2AQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/54sf84zBu0lnqrCJhChGRQ/o.jpg,","Tutoring Centers,Adult Education,Language Schools,",Irvine,92620
Activ8 Learning Center,education,"We offer Academic Support for all subjects grades K-12.  In addition to general academic support, many of our teachers are qualified to support your child with special needs tutoring.  Unlike larger tutoring corporations that provide a cookie-cutter approach, Activ8 is a tutoring and advocacy boutique that offers a completely customized plan of action. Using a variety of teaching strategies, each one-on-one session is entirely tailored to your child's learning needs, styles and interests.  Our staff is comprised of credentialed teachers with expertise in math, language arts, science, Spanish, history, special education tutoring and more.   
In addition, owner Anna Laboon is a special education advocate, with a stellar reputation in the Orange County area.",activ8learning.com,(949) 251-0605,"1000 Bristol St N Unit 18 Newport Beach, CA 92660 ","https://s3-media3.fl.yelpcdn.com/bphoto/XdLb4nkYJ-VWXXUBQg0Zsg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Vegm2pSCKU_N0yXht7hZKg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/wvEocg2WQcDzOUmCBtkCIA/o.jpg,","Tutoring Centers,Test Preparation,",Newport Beach,92660
Newport Christian School,education,"Newport Christian School is a school where your child will be encouraged, challenged, and most importantly, your child can be successful.

 We have been providing high-quality Christian education in Orange County since 1980.",newportchristianschool.org,(949) 760-5485,"1000 Bison Ave Newport Beach, CA 92660 ","https://s3-media2.fl.yelpcdn.com/bphoto/T3zXdkqblFin_F95qzADgw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/tLvZZ0ECcDvUo47z7fUhZg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/7ojWavr6wxc11_fAd1ChOg/o.jpg,","Elementary Schools,Middle Schools & High Schools,",Newport Beach,92660
Pacific Academy,education,"* What do a professional, award-winning classical pianist, the first junior from the U.S. to receive a medal at the World Championship for Taekwondo, a semi-finalist for the Los Angeles Music Center Spotlight Competition, and the #1 ranked 15-year-old female golf player have in common? They all attend the prestigious Pacific Academy. Pacific Academy is small by design. It is one of the rare schools today where every student is known by name and receives individualized attention. Pacific Academy prides itself on being an academically rigorous school, while helping students focus on their talents and mastering their capabilities. In addition to the school`s challenging academic curriculum, PA provides students with community service opportunities, monthly outdoor education, and domestic and overseas service-learning trips. With a 1:10 teacher to student ratio, PA is able to fully support students with talents in music, sports and the arts by giving them the flexibility to immerse themselves in what they love to do. Kelly Chu, the company`s visionary says, ""Pacific Academy is a school that gives students the opportunity to embrace their talents and achieve academic excellence."" Excellence is exactly what they have achieved. Pacific Academy has celebrated 100% college acceptance to many top universities such as Stanford, Columbia, U Penn, Harvard, Yale, Johns Hopkins and UCLA.",pacificacademy.org,(949) 398-5288,"4947 Alton Pkwy Irvine, CA 92604 ","https://s3-media2.fl.yelpcdn.com/bphoto/RAlnrn9wwok2gRggo9Ouuw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Qln6aZU23yR-1WkIXVdy4w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ZOJ_YHINwvuPd5e9A1sjIg/o.jpg,","Middle Schools & High Schools,Elementary Schools,",Irvine,92604
The Birth School,education,"Natural childbirth classes - serving Orange County, California and surrounding areas.",thebirthschool.com,(714) 609-8106,"3972 Barranca Pkwy Ste J252 Irvine, CA 92606 ","https://s3-media2.fl.yelpcdn.com/bphoto/8GjYMYcqDvY6GXCprxyKEA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/rpG6KAIean5mlhn_IRmhrw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/mB9f-kE_jR1vuqwcng9RAg/o.jpg,","Childbirth Education,",Irvine,92606
Agape Dance Lab,education,"Come join our family today! We provide professional training in a fun and wholesome environment. Our staff genuinely care about teaching integrity, kindness, and humility.

We are home to Kaba Modern and Common Ground Dance Team.",agapedancelab.com,(949) 572-5920,"22600-C Lambert St Ste 908 Lake Forest, CA 92630 ","https://s3-media2.fl.yelpcdn.com/bphoto/u9dStgot285haCk975vE4Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Hy5A_S4KRV9_5_fLoj_G-g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/E6VPRkS_CjZxeBT9avjhYw/o.jpg,","Dance Schools,Dance Studios,Summer Camps,",Lake Forest,92630
My Private Professor,education,"In-Home &amp; Online Tutoring
* K-12: all subjects, all levels
* SAT, ACT, LSAT, GMAT, GRE prep
* Writing, essays, college prep
* Expert tutors from top universities",myprivateprofessor.com,(909) 529-1412,"Irvine, CA 92620 ","https://s3-media1.fl.yelpcdn.com/bphoto/72BcbYwW-LJdthHO9toaEA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/7W98ofq4MWWXo1y9Lok20g/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/8F1iVcaP2v2RaADvPlCQ4Q/o.jpg,","Private Tutors,Test Preparation,",Irvine,92620
Irvine Stonegate Family Daycare,education,Call us today for free tour !,,(949) 338-9109,"77 Rembrandt Irvine, CA 92620 ","https://s3-media1.fl.yelpcdn.com/bphoto/PzfVsnDlkUVy7mNUMoqlOw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/95woGEeEraq3055ZAYVNeg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/qLJZTnhJ8nETG5V8oghe-A/o.jpg,","Child Care & Day Care,",Irvine,92620
Irvine International Education Center,education,We are passionate and committed to providing the best cross-culture education and training for students to become the next generation of global leaders!,Irvineeducationcenters.com,(949) 899-3396,"980 Roosevelt Irvine, CA 92620 ","https://s3-media4.fl.yelpcdn.com/bphoto/TID7Vh6BVkosr3iB8TpkKw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/LX8Z-y5lVDHeZ-gNQ41qSw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/nqTdwnydikMO3P9akdnsDA/o.jpg,","Tutoring Centers,Art Classes,",Irvine,92620
Advance Academy,education,"Advance Academy has been serving the city of Irvine and Orange County for more than 29 years. Our goal is to provide medium to long-term educational planning and enrichment classes, specializing in top quality 
one-on-one and small group learning environments. We strive to cultivate in our students a passion to love learning. From grammar and language help at the elementary-school level, to SAT preparation, to comprehensive college application guidance, Advance Academy's goal is to advance your child's learning success.

*专精升学规划，课后辅导，大学申请，大学转校，研究生申请，小学-高中私校申请*",advanceacademyusa.com,(949) 857-9369,"1 Corporate Park Ste 112 Irvine, CA 92606 ","https://s3-media4.fl.yelpcdn.com/bphoto/h6NM57EufQA3LNxdpQaNMw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/p5M6twHkRjdrozUgvD0pdA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/KnfbfqxoP1dMTf8IBsGwbQ/o.jpg,","Tutoring Centers,Test Preparation,College Counseling,",Irvine,92606
Gordon Preschool,education,,gordonpreschool.com,(949) 922-6035,"Corona Del Mar, CA 92625 ","https://s3-media4.fl.yelpcdn.com/bphoto/Ag4reKTnmU8XRcM22ZAODw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/iWu2d6qM4z04AJdR9u8Z9Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/W5mOvODkp1Ac3gxNgh51oQ/o.jpg,","Preschools,Child Care & Day Care,Community Service/Non-Profit,",Corona Del Mar,92625
Marco Polo Children's School,education,"Marco Polo Children's School is a Reggio Emilia Inspired preschool with Chinese immersion option. We provide bright, spacious and natural environment, as well as a caring community to all families at our school. All classrooms have direct access to our beautiful outdoor play yard. We believe that children learn best when they take initiatives; therefore, children's daily activities consist of fun, hands-on projects driven by their curiosity and interests.",marcopoloschool.org,(949) 333-5388,"17861 Von Karman Ave Irvine, CA 92614 ","https://s3-media2.fl.yelpcdn.com/bphoto/3gaeFJMu2cKj6Vplo7Wwjw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/roF-7Q5RrVZ4tq4wiGXthA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Rjhz1CM7noIs2yYsh7_2nA/o.jpg,","Preschools,Language Schools,Child Care & Day Care,",Irvine,92614
Berktree Learning Center,education,"We specialize in private or small group Independent study classes, home-schooling, SAT tutoring and after school homework help. 

Our Independent study classes can earn credit for students who have failed a course or like to skip to the next level of study in a field. Most our independent study students are enrolled in home-schooling or are taking classes for University or High School credit. These courses are all WASC accredited.

We have SAT classes whose focus is the areas of weakness in private or small group settings (4 students at most) and teach test taking techniques to shave off time and increase potential score in each student.  We teach what the test expects of students in terms of writing and help them plan a strategy that can help them regardless of the topic on the test. 

Our staff and tutors strive to make the most of your educational experience. We pride ourselves in the quality of our service and the experience and training of our tutors. Feel free to give us a Call!",berktreelearning.com,(949) 285-9201,"27111 Aliso Creek Rd Ste 195 Aliso Viejo, CA 92656 ","https://s3-media3.fl.yelpcdn.com/bphoto/7PWgTgsjH-HaSlU3dTVRcA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/ueZwHqPOLhEF7gFtSRSSzQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Bit5Dh4Sifdof_gDPgRfzQ/o.jpg,","Tutoring Centers,Private Tutors,Test Preparation,",Aliso Viejo,92656
Sea Star Village Preschool and Parent Center,education,"Sea Star Village strives to maximize a child's learning potential and emotional well-being by nurturing secure attachment, sensory awareness and a sense of wonder.  We work in partnership with parents and other caregivers to guide our youngest children on a path toward discovering their own authentic, joyful purpose.",seastarvillage.org,(949) 226-7033,"611 Heliotrope Ave Newport Beach, CA 92625 ","https://s3-media3.fl.yelpcdn.com/bphoto/PFK1o140uFzMrSjpR9cKZA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/UPtqRT-NP5feKlIT6lEX7A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/50FAzFCJeLu0uLb0fNGRvQ/o.jpg,","Preschools,Parenting Classes,",Newport Beach,92625
Spanish With Sara,education,"We offer Spanish classes for children as well as adults. Sara has been teaching Spanish for over 30 years. We welcome students of all levels of Spanish and we guarantee that you will be able to read, write and speak Spanish fluently.",,(949) 637-1329,"Laguna Hills, CA 92653 ","https://s3-media2.fl.yelpcdn.com/bphoto/wX6byeN9AhgMyI5VWPuH1w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rLGIE_iVW5cqS9DwDoARsg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Ck04aW9uuKRls969lbCuLw/o.jpg,","Language Schools,Private Tutors,Tutoring Centers,",Laguna Hills,92653
Kiddie Academy of Santa Ana,education,"Kiddie Academy provides exceptional education-based child care for families in Santa Ana, CA. We focus on Life Essentials to help better prepare children for school and for life.",kiddieacademy.com,(657) 655-2064,"1345 N Grand Ave Santa Ana, CA 92701 ","https://s3-media4.fl.yelpcdn.com/bphoto/vyDIJ2aEV4oOwDpLS6-quQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Pzwmx0c6QDwI9v3Hq-4GUg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/VovDoEXFTTU_PXJY-KLB0A/o.jpg,","Child Care & Day Care,Preschools,Summer Camps,",Santa Ana,92701
Art in the Garden,education,"Art in the Garden provides creative art workshops for youth and adults. Learn how to paint in acrylics or watercolor; learn the art of sculpting from recycled objects, and how to hand-letter in our Calligraphy classes. We also teach puppetry and puppet building workshops for youth, teachers and volunteer workers.",temescalvalleyart.wix.com/arti…,(951) 283-9882,"9394 Palm Canyon Dr Corona, CA 92883 ","https://s3-media4.fl.yelpcdn.com/bphoto/TtbNQOOxLXK_1QlgVEwbfw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/D3JUeZnhDGijd1Wil7LBNw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/QDphD_fMo35wiyxArhGd4Q/o.jpg,","Art Classes,",Corona,92883
